SCode,StkCode,Quantity,UnitPrice, Cost  ,CustomerID,CardType,Country, IntChg ,Loss ,Gender
Q,Entertainment ,24,1,20,18532,Gold,India ,5,2,F
Q,Entertainment ,1,2,2,18532,Gold,India ,0,8,F
Q,Entertainment ,6,3,17,18532,Gold,India ,4,1,F
Q,Entertainment ,1,5,5,18532,Silver,India ,1,1,F
Q,Entertainment ,1,3,3,18532,Silver,India ,1,1,F
Q,Entertainment ,3,0,1,18532,Gold,India ,0,1,F
Q,Entertainment ,2,6,12,18532,Gold,India ,3,1,F
Q,Entertainment ,3,3,10,12421,Platinum,India ,2,1,F
Q,Entertainment ,2,3,7,12421,Platinum,India ,2,1,F
Q,Entertainment ,6,3,20,12421,Gold,India ,5,1,F
Q,Entertainment ,1,2,2,12421,Silver,India ,1,1,F
R,Entertainment ,2,2,5,12421,Platinum,India ,1,1,F
R,Travel ,1,1,1,12691,Platinum,India ,0,1,F
R,Travel ,15,0,6,12691,Silver,India ,1,1,F
R,Travel ,30,0,13,12691,Silver,India ,3,1,F
R,Travel ,1,2,2,12691,Silver,India ,0,1,F
R,Travel ,1,12,12,12691,Silver,India ,3,2,F
R,Travel ,1,12,12,12691,Gold,India ,3,3,F
R,Travel ,1,1,1,12691,Gold,India ,0,4,F
R,Travel ,4,1,3,12691,Gold,India ,1,5,F
R,Travel ,2,2,3,12691,Platinum,India ,1,5,F
R,Travel ,1,2,2,14130,Gold,India ,0,4,F
R,Travel ,1,2,2,14130,Gold,India ,1,5,F
S,Travel ,1,2,2,14130,Gold,India ,1,2,F
S,Travel ,1,2,2,14130,Silver,India ,0,2,F
S,Travel ,1,1,1,14130,Silver,India ,0,1,F
S,Travel ,4,2,7,15052,Silver,India ,2,3,F
S,Travel ,11,2,18,15052,Gold,India ,4,2,F
S,Travel ,7,1,6,15052,Gold,India ,1,2,F
S,Travel ,1,1,1,15052,Gold,India ,0,1,F
S,Travel ,3,1,2,15052,Platinum,India ,1,1,F
S,Travel ,1,1,1,15052,Gold,India ,0,1,F
S,Travel ,1,1,1,15052,Gold,India ,0,3,F
S,Travel ,1,1,1,15052,Gold,India ,0,3,F
S,Travel ,1,1,1,15052,Silver,India ,0,1,F
S,Travel ,4,2,10,15052,Silver,India ,2,1,F
S,Travel ,1,2,2,15052,Gold,India ,1,1,F
S,Travel ,5,2,12,15052,Gold,India ,3,1,F
T,Travel ,3,2,7,15052,Platinum,India ,2,1,F
T,Travel ,1,1,1,15052,Platinum,India ,0,1,F
T,Travel ,1,1,1,15052,Platinum,India ,0,1,F
T,Travel ,1,1,1,15052,Silver,India ,0,1,F
T,Travel ,1,1,1,15052,Silver,India ,0,1,F
T,Travel ,8,0,3,15052,Silver,India ,1,1,F
T,Travel ,1,0,0,15052,Silver,India ,0,1,F
T,Travel ,1,1,1,15052,Gold,India ,0,1,F
T,Travel ,1,3,3,15052,Gold,India ,1,1,F
T,Travel ,3,3,10,15052,Gold,India ,2,2,F
T,Travel ,1,3,3,15052,Platinum,India ,1,3,F
T,Travel ,1,6,6,17001,Gold,India ,1,4,F
T,Travel ,1,2,2,17001,Gold,India ,1,5,F
T,Travel ,1,6,6,17001,Gold,India ,1,5,F
T,Travel ,3,6,17,17001,Silver,India ,4,4,F
T,Travel ,1,7,7,17001,Silver,India ,2,5,F
T,Travel ,1,11,11,17001,Gold,India ,2,2,F
T,Travel ,2,4,8,17001,Gold,India ,2,2,F
T,Travel ,5,2,8,17001,Platinum,India ,2,1,F
T,Travel ,1,3,3,17001,Platinum,India ,1,3,F
T,Travel ,6,4,25,17001,Platinum,India ,6,1,F
T,Travel ,2,2,5,17001,Silver,India ,1,1,F
T,Travel ,2,2,3,17001,Silver,India ,1,3,F
T,Travel ,3,4,12,17001,Silver,India ,3,3,F
T,Travel ,2,3,7,17001,Gold,India ,2,1,F
T,Travel ,7,1,6,17001,Gold,India ,1,3,F
T,Travel ,4,1,3,17001,Platinum,India ,1,2,F
T,Travel ,3,1,2,17001,Gold,India ,1,8,F
T,Travel ,8,1,7,17001,Gold,India ,2,1,F
T,Travel ,1,17,17,14130,Gold,India ,4,1,F
T,Travel ,1,1,1,14130,Silver,India ,0,1,F
T,Travel ,2,1,2,14130,Silver,India ,0,3,F
T,Travel ,2,1,2,14130,Gold,India ,0,2,F
T,Travel ,11,1,9,14130,Gold,India ,2,2,F
T,Travel ,12,1,15,14130,Platinum,India ,3,1,F
T,Travel ,5,1,6,14130,Platinum,India ,1,1,F
T,Travel ,7,1,9,14130,Platinum,India ,2,1,F
T,Travel ,3,4,12,14130,Silver,India ,3,3,F
T,Travel ,5,2,8,14130,Silver,India ,2,3,F
T,Travel ,1,1,1,14130,Silver,India ,0,1,F
T,Travel ,7,1,6,14130,Silver,India ,1,1,F
T,Travel ,6,1,5,14130,Gold,India ,1,1,F
T,Travel ,1,1,1,14130,Gold,India ,0,1,F
T,Travel ,1,6,6,14130,Gold,India ,1,1,F
T,Travel ,9,2,15,14130,Platinum,India ,3,1,F
T,Travel ,1,4,4,14130,Gold,India ,1,1,F
T,Travel ,6,1,5,14130,Gold,India ,1,1,F
T,Travel ,11,1,9,14130,Gold,India ,2,1,F
T,Travel ,3,1,4,14130,Silver,India ,1,1,F
T,Travel ,2,1,3,14130,Silver,India ,1,1,F
T,Travel ,3,1,4,14130,Gold,India ,1,1,F
T,Travel ,1,5,5,14130,Gold,India ,1,1,F
T,Travel ,1,5,5,14130,Platinum,India ,1,2,F
T,Travel ,1,5,5,14130,Platinum,India ,1,3,F
T,Travel ,1,5,5,14130,Platinum,India ,1,4,F
T,Travel ,4,1,5,14130,Silver,India ,1,5,F
T,Travel ,2,1,3,14130,Silver,India ,1,5,F
T,Travel ,1,1,1,14130,Silver,India ,0,4,F
T,Travel ,8,2,13,14130,Silver,India ,3,5,F
T,Travel ,3,2,7,14130,Gold,India ,2,2,F
T,Travel ,1,16,16,14130,Gold,India ,4,2,F
T,Travel ,7,4,29,14130,Gold,India ,7,1,F
T,Travel ,1,4,4,14130,Platinum,India ,1,3,F
T,Travel ,2,4,8,14130,Gold,India ,2,1,F
T,Travel ,1,4,4,14130,Gold,India ,1,1,F
T,Travel ,1,1,5,18532,Platinum,India ,0,2,F
T,Travel ,1,17,3,18532,Platinum,India ,4,2,F
T,Travel ,1,4,6,18532,Silver,India ,1,2,F
T,Travel ,1,5,2,18532,Silver,India ,1,2,F
T,Travel ,1,1,4,18532,Silver,India ,0,2,F
T,Travel ,4,2,19,18532,Silver,India ,2,4,F
T,Travel ,5,2,2,18532,Gold,India ,3,5,F
T,Travel ,2,2,3,18532,Gold,India ,1,2,F
T,Travel ,1,2,2,18532,Gold,India ,1,0,F
